DEVICE,Tester Type,Tester Config,Handler,Handler Config,Temperature,LogPoint,PPH
CC2540F128RHAT,VLCT-X1,VLCT-X1,,,,,1149
CC2540F256RHAR,VLCT-X1,VLCT-X1,,,,,1149
CC2540F256RHAT,VLCT-X1,VLCT-X1,,,,,1149
CC2540F25ARHAR,VLCT-X1,VLCT-X1,,,,,1053
CC2541F128RHAR,VLCT-X1,VLCT-X1,,,,,1092
CC2541F128RHAT,VLCT-X1,VLCT-X1,,,,,1092
CC2541F256RHAR,VLCT-X1,VLCT-X1,,,,,1131
CC2541F256RHAT,VLCT-X1,VLCT-X1,,,,,1131
CC2570RHAR,VLCT-X1,VLCT-X1,,,,,938
CC2570RHAR,VLCT-X1,VLCT-X1,,,,,813
CC2571RHAR,VLCT-X1,VLCT-X1,,,,,950
CC2571RHAR,VLCT-X1,VLCT-X1,,,,,801
CC3100R11MRGCT,VLCT-X1,VLCT-X1,,,,,796
CSD16407Q5,ETS200,ETS200,,,,,5924
CSD59972BQ5MC,EAGLE,EAGLE,,,,,717
CSD59972BQ5MC,EAGLE,EAGLE,,,,,611
CSD59973BQ5MC,EAGLE,EAGLE,,,,,688
CSD59973BQ5MC,EAGLE,EAGLE,,,,,550
CSD59974BQ5MC,EAGLE,EAGLE,,,,,718
CSD59974BQ5MC,EAGLE,EAGLE,,,,,581
CSD95372BQ5MC,EAGLE,EAGLE,,,,,718
CSD95372BQ5MC,EAGLE,EAGLE,,,,,536
CSD95378BQ5MC,EAGLE,EAGLE,,,,,711
CSD95378BQ5MC,EAGLE,EAGLE,,,,,536
CSD95378BQ5MCT,EAGLE,EAGLE,,,,,711
CSD95378BQ5MCT,EAGLE,EAGLE,,,,,554
DAC7562SDSCR,EAGLE,EAGLE,,,,,967
DAC7562SDSCR,EAGLE,EAGLE,,,,,1164
DAC7562SDSCT,EAGLE,EAGLE,,,,,967
DAC7562SDSCT,EAGLE,EAGLE,,,,,1164
DAC7563SDSCR,EAGLE,EAGLE,,,,,1092
DAC7563SDSCR,EAGLE,EAGLE,,,,,1051
DAC7563SDSCT,EAGLE,EAGLE,,,,,1092
DAC7563SDSCT,EAGLE,EAGLE,,,,,1051
DAC8162SDSCR,EAGLE,EAGLE,,,,,943
DAC8162SDSCR,EAGLE,EAGLE,,,,,924
DAC8162SDSCT,EAGLE,EAGLE,,,,,943
DAC8162SDSCT,EAGLE,EAGLE,,,,,924
DAC8163SDSCR,EAGLE,EAGLE,,,,,960
DAC8163SDSCR,EAGLE,EAGLE,,,,,924
DAC8163SDSCT,EAGLE,EAGLE,,,,,960
DAC8163SDSCT,EAGLE,EAGLE,,,,,924
DAC8562SDSCR,EAGLE,EAGLE,,,,,894
DAC8562SDSCR,EAGLE,EAGLE,,,,,604
DAC8562SDSCT,EAGLE,EAGLE,,,,,894
DAC8562SDSCT,EAGLE,EAGLE,,,,,604
DAC8563SDSCR,EAGLE,EAGLE,,,,,880
DAC8563SDSCR,EAGLE,EAGLE,,,,,841
DAC8563SDSCT,EAGLE,EAGLE,,,,,880
DAC8563SDSCT,EAGLE,EAGLE,,,,,841
DP83867PAPR,U-FLEX,U-FLEX,,,,,1250
DP83867PAPT,U-FLEX,U-FLEX,,,,,1250
DRV10863DSNR,VLCT-X1,VLCT-X1,,,,,2420
DRV10963DSNR,VLCT-X1,VLCT-X1,,,,,2466
DRV10963JBDSNR,VLCT-X1,VLCT-X1,,,,,2024
DRV10963JJDSNR,VLCT-X1,VLCT-X1,,,,,1480
DRV10963JLDSNR,VLCT-X1,VLCT-X1,,,,,1480
DRV10963JMDSNR,VLCT-X1,VLCT-X1,,,,,1547
DRV10963JSDSNR,VLCT-X1,VLCT-X1,,,,,1543
DRV10963JUDSNT,VLCT-X1,VLCT-X1,,,,,1434
DRV10963PDSNT,VLCT-X1,VLCT-X1,,,,,1524
DRV91680RGZR,VLCT-X1,VLCT-X1,,,,,439
FRE008RHAR,VLCT-X1,VLCT-X1,,,,,886
HD3SS2521RHUT,VLCT-X1,VLCT-X1,,,,,1205
NN1001TRSHRQ1,VLCT-X1,VLCT-X1,,,,,908
NN1001TRSHTQ1,VLCT-X1,VLCT-X1,,,,,908
P6LJCDSNT,VLCT-X1,VLCT-X1,,,,,1250
P6LJFDSNT,VLCT-X1,VLCT-X1,,,,,1250
PDRV10963JADSNR,VLCT-X1,VLCT-X1,,,,,1463
RF430F5978IRGCR,VLCT-X1,VLCT-X1,,,,,785
SN0608098RHBR,EAGLE,EAGLE,,,,,1537
SN0901059BRSBR,EAGLE,EAGLE,,,,,2071
SN0901059BRSBT,EAGLE,EAGLE,,,,,2071
SN0901059RSBR,EAGLE,EAGLE,,,,,2071
SN65HVD62RGTR,VLCT-X1,VLCT-X1,,,,,856
SN65HVD62RGTT,VLCT-X1,VLCT-X1,,,,,856
SN75DP126DSRHUR,VLCT-X1,VLCT-X1,,,,,410
SN75DP126SSRHUR,VLCT-X1,VLCT-X1,,,,,267
SN75DP130DSRGZR,VLCT-X1,VLCT-X1,,,,,303
SN75DP130DSRGZT,VLCT-X1,VLCT-X1,,,,,303
SN75DP130SSRGZR,VLCT-X1,VLCT-X1,,,,,375
SN75DP130SSRGZT,VLCT-X1,VLCT-X1,,,,,375
SN75LVCP412ARTJR,VLCT-X1,VLCT-X1,,,,,3158
SN75LVCP412ARTJT,VLCT-X1,VLCT-X1,,,,,3158
SN75LVCP412CDRTJR,VLCT-X1,VLCT-X1,,,,,1572
SN75LVCP412CDRTJT,VLCT-X1,VLCT-X1,,,,,1572
SN75LVCP412RTJR,VLCT-X1,VLCT-X1,,,,,3146
SN75LVCP412RTJT,VLCT-X1,VLCT-X1,,,,,3146
SN75LVCP601RTJR,VLCT-X1,VLCT-X1,,,,,3082
SN75LVCP601RTJT,VLCT-X1,VLCT-X1,,,,,3082
TAS5725RGZR,VLCT-X1,VLCT-X1,,,,,1035
TAS5725RGZT,VLCT-X1,VLCT-X1,,,,,1035
TLV320AIC3268IRGCT,VLCT-X1,VLCT-X1,,,,,598
TPA6040A4RHBR,EAGLE,EAGLE,,,,,2060
TPA6047A4RHBR,EAGLE,EAGLE,,,,,1400
TPA6201A1DRBR,EAGLE,EAGLE,,,,,6064
TPA6203A1DRBR,EAGLE,EAGLE,,,,,5881
TPA6204A1DRBR,EAGLE,EAGLE,,,,,6228
TPA6205A1DRBR,EAGLE,EAGLE,,,,,6003
TPS51117RGYR,EAGLE,EAGLE,,,,,6135
TPS51117RGYT,EAGLE,EAGLE,,,,,6135
TPS51124RGER,EAGLE,EAGLE,,,,,1831
TPS51124RGET,EAGLE,EAGLE,,,,,1831
TPS54260DRCR,EAGLE,EAGLE,,,,,2589
TPS54260DRCT,EAGLE,EAGLE,,,,,2589
TPS56121DQPR,EAGLE,EAGLE,,,,,2977
TPS56121DQPT,EAGLE,EAGLE,,,,,2977
TPS56221DQPR,EAGLE,EAGLE,,,,,2920
TPS56221DQPT,EAGLE,EAGLE,,,,,2920
TPS61181RTER,EAGLE,EAGLE,,,,,2811
TPS61181RTET,EAGLE,EAGLE,,,,,2811
TPS61185RGER,EAGLE,EAGLE,,,,,2791
TPS62040DRCR,EAGLE,EAGLE,,,,,5598
TPS650231RSBR,EAGLE,EAGLE,,,,,2002
TPS650231RSBT,EAGLE,EAGLE,,,,,2002
TPS65023BRSBR,EAGLE,EAGLE,,,,,2231
TPS65023BRSBT,EAGLE,EAGLE,,,,,2401
TPS65023RSBR,EAGLE,EAGLE,,,,,2310
TPS65023RSBT,EAGLE,EAGLE,,,,,2310
TPS65148CRHBR,EAGLE,EAGLE,,,,,2317
TPS65148RHBR,EAGLE,EAGLE,,,,,2104
TPS65163RGZR,EAGLE,EAGLE,,,,,1286
TPS65165RSBR,EAGLE,EAGLE,,,,,1185
TPS65170RHDR,EAGLE,EAGLE,,,,,1799
TPS65175ARSHR,EAGLE,EAGLE,,,,,1206
TPS65175BRSHR,EAGLE,EAGLE,,,,,1203
TPS65175CRSHR,EAGLE,EAGLE,,,,,1182
TPS65175RSHR,EAGLE,EAGLE,,,,,1208
TPS65191RHBR,EAGLE,EAGLE,,,,,2889
TPS65193RGER,EAGLE,EAGLE,,,,,2911
TPS65252RHDR,VLCT-X1,VLCT-X1,,,,,3618
TPS65633ARTER,EAGLE,EAGLE,,,,,3483
TPS65633BRTER,EAGLE,EAGLE,,,,,3364
TPS65633RTER,EAGLE,EAGLE,,,,,3504
TPS65635RSNR,EAGLE,EAGLE,,,,,3356
TS3DV520ERHUR,EAGLE,EAGLE,,,,,3300
TUSB7320IRKMR,FUSION EX,FUSION EX,,,,,1006
TUSB7320IRKMT,FUSION EX,FUSION EX,,,,,1006
TUSB7320RKM,FUSION EX,FUSION EX,,,,,970
TUSB7320RKMR,FUSION EX,FUSION EX,,,,,928
TUSB7320RKMT,FUSION EX,FUSION EX,,,,,928
TUSB7340IRKMR,FUSION EX,FUSION EX,,,,,982
TUSB7340IRKMT,FUSION EX,FUSION EX,,,,,982
TUSB7340RKM,FUSION EX,FUSION EX,,,,,908
TUSB7340RKMR,FUSION EX,FUSION EX,,,,,845
TUSB7340RKMT,FUSION EX,FUSION EX,,,,,845
TUSB8040RKMR,FUSION EX,FUSION EX,,,,,467
TUSB8040RKMT,FUSION EX,FUSION EX,,,,,467
UCD7232RTJR,IFLEX-384,IFLEX-384,,,,,2660
XCC3100RH1MRGCR,VLCT-X1,VLCT-X1,,,,,796
XCC3200RH1MRGCR,VLCT-X1,VLCT-X1,,,,,796
